id,age,job,marital,education,balance,housing,contact,day,duration,pdays,poutcome
2176,56,management,divorced,tertiary,442,no,unknown,2015/3/1,77,-1,unknown
2177,28,blue-collar,single,secondary,-46,yes,cellular,2015/3/2,199,92,success
2178,27,student,single,secondary,671,yes,unknown,2015/3/3,332,-1,unknown
2179,30,technician,married,secondary,371,no,cellular,2015/3/4,124,-1,unknown
2180,51,technician,married,tertiary,-3,no,cellular,2015/3/5,91,-1,unknown
2181,33,management,married,secondary,11,yes,cellular,2015/3/6,104,-1,unknown
2182,32,blue-collar,single,secondary,33,yes,cellular,2015/3/7,125,368,failure
2183,43,entrepreneur,married,secondary,104,yes,cellular,2015/3/8,635,-1,unknown
2184,46,blue-collar,married,primary,174,no,cellular,2015/3/9,90,-1,unknown
2185,32,management,married,tertiary,3107,yes,cellular,2015/3/10,310,-1,unknown
2186,40,services,married,secondary,1438,yes,cellular,2015/3/11,207,351,failure
2187,39,blue-collar,married,secondary,1367,no,unknown,2015/1/31,43,-1,unknown
2188,51,blue-collar,married,primary,-11,no,telephone,2015/2/1,126,-1,unknown
2189,46,admin.,single,secondary,1693,yes,cellular,2015/2/2,137,97,success
2190,43,blue-collar,married,primary,778,yes,unknown,2015/2/3,284,-1,unknown
2191,36,technician,married,tertiary,837,no,cellular,2015/2/4,68,-1,unknown
2192,48,management,married,tertiary,363,no,cellular,2015/2/5,67,-1,unknown
2193,26,admin.,single,secondary,236,yes,cellular,2015/2/6,8,-1,unknown
2194,39,admin.,single,unknown,0,yes,cellular,2015/2/7,62,-1,unknown
2195,47,management,married,tertiary,-50,no,cellular,2015/2/8,175,-1,unknown
2196,23,entrepreneur,single,primary,4,yes,unknown,2015/2/9,395,-1,unknown
2197,54,management,divorced,tertiary,26306,yes,cellular,2015/2/10,27,84,failure
2198,38,admin.,married,secondary,46,yes,unknown,2015/2/11,195,-1,unknown
2199,33,technician,married,secondary,575,no,cellular,2015/2/12,254,-1,unknown
2200,35,admin.,divorced,secondary,148,no,cellular,2015/2/13,199,-1,unknown
2201,52,services,married,secondary,431,no,cellular,2015/2/14,73,-1,unknown
2202,25,technician,single,tertiary,777,yes,unknown,2015/2/15,351,-1,unknown
2203,29,management,married,tertiary,199,yes,unknown,2015/2/16,1689,-1,unknown
2204,35,technician,single,tertiary,3552,no,cellular,2015/2/17,267,-1,unknown
2205,49,services,married,secondary,47,no,unknown,2015/2/18,234,-1,unknown
2206,41,admin.,divorced,secondary,3823,no,cellular,2015/2/19,234,-1,unknown
2207,32,management,married,tertiary,138,no,cellular,2015/2/20,94,-1,unknown
2208,29,admin.,single,secondary,1117,yes,unknown,2015/2/21,77,-1,unknown
2209,28,blue-collar,married,secondary,1325,yes,cellular,2015/2/22,242,-1,unknown
2210,59,retired,married,secondary,0,no,cellular,2015/2/23,247,-1,unknown
2211,34,entrepreneur,married,tertiary,4343,no,unknown,2015/2/24,85,-1,unknown
2212,55,management,divorced,tertiary,1598,no,cellular,2015/2/25,607,-1,unknown
2213,34,management,married,tertiary,3301,yes,cellular,2015/2/26,485,227,failure
2214,24,student,single,secondary,822,no,cellular,2015/2/27,184,91,failure
2215,42,technician,divorced,secondary,-280,yes,unknown,2015/2/28,258,-1,unknown
2216,34,management,single,unknown,1534,yes,cellular,2015/3/1,156,147,other
2217,34,admin.,married,secondary,1671,no,unknown,2015/3/2,160,-1,unknown
2218,51,self-employed,married,tertiary,2007,no,unknown,2015/3/3,1021,-1,unknown
2219,58,blue-collar,married,primary,0,yes,cellular,2015/3/4,5,-1,unknown
2220,44,technician,married,secondary,2776,yes,cellular,2015/3/5,701,-1,unknown
2221,33,blue-collar,married,secondary,139,yes,cellular,2015/3/6,732,291,failure
2222,34,management,married,tertiary,573,no,cellular,2015/3/7,122,-1,unknown
2223,34,admin.,married,secondary,475,yes,unknown,2015/3/8,559,-1,unknown
2224,42,blue-collar,divorced,secondary,47,yes,unknown,2015/3/9,141,-1,unknown
2225,46,management,single,tertiary,2154,yes,cellular,2015/3/10,87,-1,unknown
2226,31,self-employed,single,tertiary,96,no,cellular,2015/3/11,577,-1,unknown
2227,39,entrepreneur,married,tertiary,83,yes,cellular,2015/1/31,193,-1,unknown
2228,34,management,single,tertiary,6766,no,cellular,2015/2/1,210,-1,unknown
2229,47,technician,married,secondary,3973,no,cellular,2015/2/2,732,-1,unknown
2230,42,services,divorced,secondary,372,yes,unknown,2015/2/3,121,-1,unknown
2231,48,blue-collar,single,secondary,-552,no,cellular,2015/2/4,150,-1,unknown
2232,30,self-employed,single,tertiary,48,no,cellular,2015/2/5,140,-1,unknown
2233,38,technician,married,secondary,7696,yes,cellular,2015/2/6,386,-1,unknown
2234,24,services,married,secondary,4500,yes,cellular,2015/2/7,733,-1,unknown
2235,34,technician,married,secondary,1,yes,cellular,2015/2/8,108,-1,unknown
2236,46,management,single,tertiary,46,no,cellular,2015/2/9,80,152,failure
2237,32,admin.,divorced,secondary,-18,yes,unknown,2015/2/10,155,-1,unknown
2238,46,services,married,secondary,451,yes,cellular,2015/2/11,389,-1,unknown
2239,26,self-employed,married,tertiary,479,yes,cellular,2015/2/12,133,-1,unknown
2240,42,blue-collar,married,secondary,0,yes,cellular,2015/2/13,328,-1,unknown
2241,50,technician,married,secondary,1130,yes,cellular,2015/2/14,119,-1,unknown
2242,41,blue-collar,married,primary,389,yes,unknown,2015/2/15,87,-1,unknown
2243,34,admin.,single,secondary,10,no,cellular,2015/2/16,162,173,failure
2244,32,services,married,secondary,401,yes,unknown,2015/2/17,294,-1,unknown
2245,58,housemaid,single,tertiary,145,yes,cellular,2015/2/18,128,-1,unknown
2246,45,technician,married,secondary,115,yes,cellular,2015/2/19,108,-1,unknown
2247,28,admin.,single,secondary,89,yes,cellular,2015/2/20,172,-1,unknown
2248,35,technician,married,secondary,94,yes,unknown,2015/2/21,208,-1,unknown
2249,39,services,married,secondary,1438,yes,unknown,2015/2/22,212,-1,unknown
2250,49,unemployed,divorced,tertiary,780,no,cellular,2015/2/23,148,871,failure
2251,50,management,married,tertiary,207,yes,cellular,2015/2/24,99,-1,unknown
2252,37,management,married,tertiary,238,no,cellular,2015/2/25,185,92,success
2253,45,blue-collar,married,primary,2433,no,cellular,2015/2/26,133,-1,unknown
2254,30,housemaid,single,secondary,1924,no,cellular,2015/2/27,170,-1,unknown
2255,48,unemployed,married,tertiary,-471,yes,unknown,2015/2/28,668,-1,unknown
2256,36,management,single,tertiary,1531,yes,cellular,2015/3/1,81,170,failure
2257,41,management,single,secondary,764,no,cellular,2015/2/2,230,-1,unknown
2258,55,blue-collar,married,secondary,383,no,unknown,2015/2/3,287,-1,unknown
2259,70,retired,married,primary,3782,no,cellular,2015/2/4,618,-1,unknown
2260,41,management,married,tertiary,326,yes,cellular,2015/2/5,788,-1,unknown
2261,47,services,divorced,secondary,691,no,cellular,2015/2/6,285,-1,unknown
2262,34,technician,single,secondary,0,no,cellular,2015/2/7,163,-1,unknown
2263,33,management,single,tertiary,99,no,cellular,2015/2/8,159,-1,unknown
2264,58,retired,married,secondary,502,yes,cellular,2015/2/9,197,370,failure
2265,51,management,married,tertiary,-15,no,cellular,2015/2/10,212,-1,unknown
2266,45,management,married,tertiary,1929,yes,unknown,2015/2/11,44,-1,unknown
2267,55,admin.,married,secondary,0,no,cellular,2015/2/12,180,238,success
2268,30,blue-collar,single,primary,185,no,unknown,2015/2/13,11,-1,unknown
2269,33,management,single,secondary,-424,yes,unknown,2015/2/14,863,-1,unknown
2270,27,services,single,secondary,0,yes,unknown,2015/2/15,388,-1,unknown
2271,59,retired,married,secondary,319,yes,unknown,2015/2/16,143,-1,unknown
2272,34,management,single,tertiary,171,yes,cellular,2015/2/17,191,294,failure
2273,47,technician,divorced,tertiary,-1148,yes,unknown,2015/2/18,62,-1,unknown
2274,44,blue-collar,married,primary,-11,yes,unknown,2015/2/19,13,-1,unknown
2275,35,admin.,single,secondary,0,yes,cellular,2015/2/20,1073,-1,unknown
2276,45,management,married,tertiary,-206,yes,cellular,2015/2/21,337,-1,unknown
2277,42,blue-collar,married,primary,704,yes,telephone,2015/2/22,88,-1,unknown
2278,38,technician,married,secondary,1931,no,cellular,2015/2/23,167,298,other
2279,34,technician,single,secondary,943,no,cellular,2015/2/24,96,-1,unknown
2280,35,technician,married,secondary,327,yes,cellular,2015/2/25,537,-1,unknown
2281,29,management,single,secondary,-105,yes,unknown,2015/2/26,5,-1,unknown
2282,58,retired,married,secondary,983,no,cellular,2015/2/27,139,-1,unknown
2283,44,blue-collar,single,primary,787,yes,unknown,2015/2/28,570,-1,unknown
2284,45,entrepreneur,married,tertiary,0,yes,cellular,2015/3/1,100,-1,unknown
2285,43,blue-collar,married,secondary,3060,yes,unknown,2015/3/2,253,-1,unknown
2286,44,services,married,secondary,5780,yes,cellular,2015/3/3,525,-1,unknown
2287,30,technician,single,secondary,790,no,cellular,2015/3/4,696,-1,unknown
2288,38,unemployed,married,tertiary,1449,no,unknown,2015/3/5,535,-1,unknown
2289,50,technician,married,secondary,1412,no,cellular,2015/3/6,131,-1,unknown
2290,21,student,single,secondary,681,no,unknown,2015/3/7,6,-1,unknown
2291,38,entrepreneur,married,tertiary,228,yes,cellular,2015/3/8,105,-1,unknown
2292,42,admin.,married,secondary,0,no,unknown,2015/3/9,370,-1,unknown
2293,45,technician,single,tertiary,2087,no,cellular,2015/3/10,29,-1,unknown
2294,34,entrepreneur,married,secondary,2,yes,cellular,2015/3/11,184,167,failure
2295,48,technician,married,secondary,197,no,cellular,2015/2/2,47,222,other
2296,34,services,married,secondary,0,no,unknown,2015/2/3,193,-1,unknown
2297,32,blue-collar,married,secondary,1905,yes,cellular,2015/2/4,709,-1,unknown
2298,35,technician,married,tertiary,118,no,cellular,2015/2/5,358,-1,unknown
2299,39,entrepreneur,married,tertiary,2644,yes,unknown,2015/2/6,253,-1,unknown
2300,36,self-employed,married,tertiary,16430,yes,unknown,2015/2/7,197,-1,unknown
2301,35,technician,married,secondary,13,no,cellular,2015/2/8,94,-1,unknown
2302,57,services,divorced,secondary,14,no,cellular,2015/2/9,445,-1,unknown
2303,28,technician,single,secondary,769,yes,cellular,2015/2/10,153,371,failure
2304,43,admin.,married,unknown,3485,no,unknown,2015/2/11,113,-1,unknown
2305,57,management,married,secondary,139,no,cellular,2015/2/12,80,-1,unknown
2306,34,services,divorced,secondary,202,yes,unknown,2015/2/13,318,-1,unknown
2307,36,technician,married,tertiary,6,yes,cellular,2015/2/14,100,435,failure
2308,47,management,divorced,tertiary,2515,no,unknown,2015/2/15,40,-1,unknown
2309,36,management,divorced,tertiary,5195,yes,unknown,2015/2/16,55,-1,unknown
2310,33,management,married,tertiary,2098,no,cellular,2015/2/17,67,-1,unknown
2311,57,management,married,tertiary,320,no,cellular,2015/2/18,76,-1,unknown
2312,57,management,married,tertiary,3431,yes,unknown,2015/2/19,73,-1,unknown
2313,34,admin.,married,secondary,50,yes,unknown,2015/2/20,89,-1,unknown
2314,51,housemaid,divorced,tertiary,370,yes,cellular,2015/2/21,109,-1,unknown
2315,54,blue-collar,divorced,primary,-182,no,cellular,2015/2/22,98,-1,unknown
2316,52,self-employed,single,tertiary,1623,yes,unknown,2015/2/23,21,-1,unknown
2317,43,entrepreneur,married,tertiary,13342,yes,cellular,2015/2/24,465,-1,unknown
2318,58,retired,single,primary,6570,no,cellular,2015/2/25,106,-1,unknown
2319,53,admin.,married,secondary,225,yes,cellular,2015/2/26,304,340,failure
2320,44,management,married,secondary,-665,no,cellular,2015/2/27,342,-1,unknown
2321,29,management,single,tertiary,0,no,unknown,2015/2/2,16,-1,unknown
2322,27,services,single,secondary,54,yes,unknown,2015/2/3,543,-1,unknown
2323,35,blue-collar,married,primary,46,no,cellular,2015/2/4,338,-1,unknown
2324,40,self-employed,married,secondary,2,no,cellular,2015/2/5,197,-1,unknown
2325,34,blue-collar,married,secondary,103,yes,unknown,2015/2/6,956,-1,unknown
2326,38,admin.,single,secondary,883,yes,cellular,2015/2/7,95,327,other
2327,32,services,married,secondary,55,yes,unknown,2015/2/8,546,-1,unknown
2328,41,admin.,married,secondary,8238,yes,unknown,2015/2/9,124,-1,unknown
2329,25,blue-collar,single,secondary,913,yes,cellular,2015/2/10,113,-1,unknown
2330,38,blue-collar,divorced,secondary,595,yes,cellular,2015/2/11,245,-1,unknown
2331,26,technician,single,secondary,7,yes,cellular,2015/2/12,188,-1,unknown
2332,37,technician,single,tertiary,1661,no,cellular,2015/2/13,199,-1,unknown
2333,30,management,married,tertiary,102,yes,cellular,2015/2/14,470,426,other
2334,36,services,married,secondary,338,no,unknown,2015/2/15,90,-1,unknown
2335,33,management,married,secondary,3132,yes,unknown,2015/2/16,350,-1,unknown
2336,33,admin.,single,tertiary,490,yes,cellular,2015/2/17,31,363,failure
2337,35,management,married,tertiary,2682,yes,cellular,2015/2/18,156,-1,unknown
2338,24,services,married,tertiary,0,yes,unknown,2015/2/19,299,-1,unknown
2339,29,unemployed,married,secondary,596,no,cellular,2015/2/20,510,-1,unknown
2340,54,blue-collar,married,secondary,2059,yes,cellular,2015/2/21,177,-1,unknown
2341,27,admin.,married,secondary,132,no,cellular,2015/2/22,123,-1,unknown
2342,34,management,married,secondary,0,no,cellular,2015/2/23,270,-1,unknown
2343,39,blue-collar,married,primary,385,yes,unknown,2015/2/24,225,-1,unknown
2344,38,management,married,tertiary,223,no,cellular,2015/2/25,63,-1,unknown
2345,37,management,married,tertiary,0,yes,unknown,2015/2/26,247,-1,unknown
2346,26,services,single,secondary,512,yes,cellular,2015/2/27,206,239,failure
2347,36,entrepreneur,married,tertiary,1169,yes,unknown,2015/2/28,168,-1,unknown
2348,35,management,single,tertiary,71,yes,unknown,2015/3/1,836,-1,unknown
2349,30,management,single,tertiary,940,no,cellular,2015/3/2,131,-1,unknown
2350,25,technician,single,secondary,-80,yes,unknown,2015/3/3,89,-1,unknown
2351,34,technician,married,secondary,0,yes,cellular,2015/2/3,116,-1,unknown
2352,52,unknown,married,unknown,1317,no,unknown,2015/2/4,58,-1,unknown
2353,39,admin.,married,secondary,179,no,unknown,2015/2/5,36,-1,unknown
2354,34,management,married,secondary,1007,yes,cellular,2015/2/6,240,-1,unknown
2355,34,management,single,secondary,0,no,cellular,2015/2/7,132,-1,unknown
2356,30,services,married,secondary,1286,yes,cellular,2015/2/8,544,-1,unknown
2357,33,services,married,secondary,804,yes,unknown,2015/2/9,266,-1,unknown
2358,30,student,single,secondary,4,no,cellular,2015/2/10,443,-1,unknown
2359,51,blue-collar,married,primary,0,yes,cellular,2015/2/11,324,-1,unknown
2360,36,services,single,secondary,417,yes,cellular,2015/2/12,15,207,failure
2361,48,blue-collar,married,primary,1678,no,cellular,2015/2/13,263,-1,unknown
2362,37,services,divorced,secondary,532,yes,unknown,2015/2/14,199,-1,unknown
2363,58,management,married,secondary,407,yes,cellular,2015/2/15,145,-1,unknown
2364,56,management,divorced,tertiary,659,no,cellular,2015/2/16,56,-1,unknown
2365,34,blue-collar,married,secondary,393,yes,cellular,2015/2/17,11,-1,unknown
2366,33,admin.,divorced,secondary,661,yes,cellular,2015/2/18,411,173,other
2367,26,services,single,secondary,0,no,cellular,2015/2/19,165,-1,unknown
2368,40,management,single,unknown,838,yes,unknown,2015/2/20,619,-1,unknown
2369,35,services,married,secondary,195,yes,cellular,2015/2/21,203,-1,unknown
2370,45,entrepreneur,married,secondary,68,yes,unknown,2015/2/22,254,-1,unknown
2371,37,technician,single,secondary,-242,yes,cellular,2015/2/23,1149,-1,unknown
2372,35,management,divorced,tertiary,321,yes,unknown,2015/2/24,189,-1,unknown
2373,43,services,single,secondary,3403,yes,cellular,2015/2/25,707,97,success
2374,28,blue-collar,married,secondary,8,yes,cellular,2015/2/26,196,-1,unknown
2375,32,blue-collar,divorced,secondary,739,yes,unknown,2015/2/27,171,-1,unknown
2376,26,unemployed,single,secondary,622,no,cellular,2015/2/28,1451,-1,unknown
2377,35,services,married,secondary,152,yes,unknown,2015/3/1,563,-1,unknown
2378,35,technician,single,secondary,2,no,cellular,2015/3/2,239,-1,unknown
2379,39,blue-collar,married,secondary,1439,yes,telephone,2015/3/3,73,-1,unknown
2380,42,blue-collar,divorced,secondary,1491,yes,cellular,2015/3/4,203,334,failure
2381,32,technician,single,secondary,6402,yes,cellular,2015/3/5,158,167,success
2382,30,unemployed,married,secondary,1210,no,cellular,2015/3/6,100,-1,unknown
2383,26,management,single,tertiary,122,no,cellular,2015/3/7,160,-1,unknown
2384,30,student,single,secondary,0,yes,cellular,2015/3/8,661,-1,unknown
2385,32,management,married,tertiary,62,yes,cellular,2015/3/9,166,-1,unknown
2386,47,services,married,secondary,3333,yes,cellular,2015/3/10,114,-1,unknown
2387,33,technician,married,tertiary,16992,yes,unknown,2015/3/11,58,-1,unknown
2388,57,blue-collar,married,primary,23,yes,telephone,2015/3/12,25,-1,unknown
2389,35,admin.,married,secondary,0,yes,cellular,2015/3/13,121,-1,unknown
2390,53,technician,married,tertiary,6072,no,unknown,2015/3/14,226,-1,unknown
2391,24,retired,single,secondary,366,no,unknown,2015/2/3,234,-1,unknown
2392,54,management,divorced,tertiary,0,no,cellular,2015/2/4,88,-1,unknown
2393,31,management,married,tertiary,1343,yes,unknown,2015/2/5,85,-1,unknown
2394,41,entrepreneur,married,secondary,2105,yes,cellular,2015/2/6,134,-1,unknown
2395,44,unknown,married,secondary,2319,no,cellular,2015/2/7,251,-1,unknown
2396,35,services,single,secondary,35,yes,cellular,2015/2/8,152,-1,unknown
2397,30,management,married,tertiary,877,no,cellular,2015/2/9,202,83,failure
2398,43,blue-collar,single,primary,30,yes,unknown,2015/2/10,379,-1,unknown
2399,51,entrepreneur,married,secondary,-2082,no,cellular,2015/2/11,123,-1,unknown
2400,60,retired,married,secondary,89,no,cellular,2015/2/12,156,-1,unknown
2401,43,self-employed,married,secondary,104,no,unknown,2015/2/13,332,-1,unknown
2402,31,management,married,tertiary,1750,yes,telephone,2015/2/14,90,-1,unknown
2403,56,management,married,primary,772,yes,telephone,2015/2/15,291,-1,unknown
2404,42,technician,married,secondary,1048,yes,telephone,2015/2/16,23,-1,unknown
2405,52,entrepreneur,married,primary,592,no,cellular,2015/2/17,122,-1,unknown
2406,40,technician,married,secondary,0,yes,cellular,2015/2/4,105,172,failure
2407,36,services,married,secondary,3064,yes,telephone,2015/2/5,1143,-1,unknown
2408,40,services,married,primary,33,no,unknown,2015/2/6,70,-1,unknown
2409,46,blue-collar,married,secondary,0,yes,cellular,2015/2/7,264,-1,unknown
2410,32,admin.,single,secondary,1649,no,cellular,2015/2/8,204,-1,unknown
2411,31,housemaid,single,tertiary,287,yes,cellular,2015/2/9,182,-1,unknown
2412,41,technician,divorced,secondary,0,yes,cellular,2015/2/10,386,-1,unknown
2413,58,housemaid,married,primary,419,no,unknown,2015/2/11,295,-1,unknown
2414,36,services,married,secondary,257,yes,cellular,2015/2/12,86,-1,unknown
2415,52,technician,married,secondary,118,no,cellular,2015/2/13,16,-1,unknown
2416,42,management,married,tertiary,251,no,cellular,2015/2/14,413,-1,unknown
2417,32,management,single,tertiary,1731,yes,unknown,2015/2/15,323,-1,unknown
2418,62,management,married,tertiary,0,no,cellular,2015/2/16,78,-1,unknown
2419,31,technician,single,tertiary,23,no,cellular,2015/2/17,121,-1,unknown
2420,41,blue-collar,single,secondary,-386,no,cellular,2015/2/18,477,-1,unknown
2421,34,self-employed,married,tertiary,5498,no,cellular,2015/2/19,265,-1,unknown
2422,44,management,single,tertiary,5063,no,cellular,2015/2/20,418,-1,unknown
2423,42,blue-collar,married,primary,7041,yes,cellular,2015/2/21,386,-1,unknown
2424,37,entrepreneur,single,secondary,654,no,unknown,2015/2/22,594,-1,unknown
2425,47,management,married,tertiary,1890,no,cellular,2015/2/23,161,-1,unknown
2426,32,unemployed,married,secondary,2400,yes,cellular,2015/2/24,450,-1,unknown
2427,46,blue-collar,married,secondary,519,yes,cellular,2015/2/25,217,-1,unknown
2428,39,technician,single,tertiary,1190,no,cellular,2015/2/26,136,-1,unknown
2429,28,services,single,secondary,229,yes,unknown,2015/2/27,322,-1,unknown
2430,26,student,single,secondary,203,no,cellular,2015/2/28,104,196,failure
2431,52,technician,married,secondary,1818,no,cellular,2015/3/1,189,111,failure
2432,42,unemployed,married,secondary,1289,no,cellular,2015/3/2,250,415,failure
2433,33,technician,divorced,tertiary,39,no,cellular,2015/3/3,123,-1,unknown
2434,73,retired,married,primary,796,no,cellular,2015/3/4,427,182,failure
2435,35,admin.,single,secondary,57,no,cellular,2015/3/5,632,-1,unknown
2436,40,management,married,tertiary,1548,yes,cellular,2015/2/4,101,-1,unknown
2437,51,technician,married,secondary,117,no,cellular,2015/2/5,467,88,other
2438,37,admin.,single,secondary,0,yes,cellular,2015/2/6,640,-1,unknown
2439,39,management,married,tertiary,691,yes,cellular,2015/2/7,517,255,failure
2440,28,blue-collar,married,secondary,64,yes,unknown,2015/2/8,160,-1,unknown
2441,49,technician,divorced,tertiary,0,yes,cellular,2015/2/9,177,-1,unknown
2442,36,admin.,married,secondary,957,yes,unknown,2015/2/10,206,-1,unknown
2443,45,technician,married,secondary,118,yes,unknown,2015/2/11,208,-1,unknown
2444,29,technician,single,tertiary,218,yes,cellular,2015/2/12,169,-1,unknown
2445,35,management,married,secondary,724,yes,cellular,2015/2/13,287,415,failure
2446,35,housemaid,married,tertiary,20,yes,cellular,2015/2/14,505,-1,unknown
2447,30,blue-collar,married,secondary,-28,yes,cellular,2015/2/15,284,371,failure
2448,46,blue-collar,married,primary,665,no,cellular,2015/2/16,89,235,failure
2449,25,student,single,tertiary,5,no,cellular,2015/2/17,138,-1,unknown
2450,36,management,married,tertiary,925,no,cellular,2015/2/18,321,189,success
2451,42,blue-collar,married,primary,2519,yes,unknown,2015/2/19,262,-1,unknown
2452,57,admin.,married,secondary,3927,no,cellular,2015/2/20,61,-1,unknown
2453,42,management,divorced,tertiary,401,yes,cellular,2015/2/21,217,-1,unknown
2454,29,management,married,tertiary,581,yes,cellular,2015/2/22,192,-1,unknown
2455,36,technician,married,tertiary,1327,no,cellular,2015/2/23,174,-1,unknown
2456,31,unemployed,married,secondary,3242,no,unknown,2015/2/24,292,-1,unknown
2457,59,technician,married,primary,3163,yes,unknown,2015/2/5,240,-1,unknown
2458,50,unemployed,divorced,secondary,32,no,cellular,2015/2/6,282,-1,unknown
2459,47,admin.,married,secondary,310,yes,telephone,2015/2/7,128,-1,unknown
2460,46,housemaid,married,primary,0,no,telephone,2015/2/8,161,-1,unknown
2461,26,blue-collar,single,primary,155,yes,cellular,2015/2/9,291,244,failure
2462,31,services,single,secondary,11386,yes,cellular,2015/2/10,356,-1,unknown
2463,30,services,married,tertiary,1380,yes,unknown,2015/2/11,294,-1,unknown
2464,47,blue-collar,single,unknown,2443,no,unknown,2015/2/12,422,-1,unknown
2465,23,technician,single,tertiary,1129,yes,unknown,2015/2/13,806,-1,unknown
2466,44,unemployed,single,primary,4232,no,unknown,2015/2/14,227,-1,unknown
2467,42,self-employed,married,secondary,5564,no,cellular,2015/2/15,560,-1,unknown
2468,32,services,single,secondary,-402,yes,cellular,2015/2/16,135,-1,unknown
2469,28,admin.,single,secondary,1323,yes,unknown,2015/2/5,361,-1,unknown
2470,57,retired,married,primary,1623,yes,cellular,2015/2/6,246,-1,unknown
2471,38,technician,married,tertiary,1042,yes,cellular,2015/2/7,419,-1,unknown
2472,22,student,single,secondary,2488,no,cellular,2015/2/8,449,38,other
2473,54,admin.,married,secondary,865,yes,cellular,2015/2/9,71,-1,unknown
2474,32,technician,married,tertiary,-1053,yes,cellular,2015/2/10,357,-1,unknown
2475,32,management,married,tertiary,1667,yes,cellular,2015/2/11,164,179,failure
2476,59,admin.,divorced,secondary,975,yes,unknown,2015/2/12,263,-1,unknown
2477,45,technician,married,secondary,2571,no,unknown,2015/2/13,146,-1,unknown
2478,53,unknown,married,primary,732,no,cellular,2015/2/14,759,-1,unknown
2479,50,admin.,divorced,secondary,769,no,cellular,2015/2/15,72,363,failure
2480,34,technician,married,secondary,-136,yes,cellular,2015/2/16,131,-1,unknown
2481,35,admin.,divorced,secondary,3636,no,cellular,2015/2/17,808,-1,unknown
2482,30,management,married,tertiary,931,no,cellular,2015/2/18,1183,-1,unknown
2483,62,housemaid,married,secondary,565,no,cellular,2015/2/19,123,-1,unknown
2484,40,blue-collar,married,secondary,271,yes,unknown,2015/2/20,483,-1,unknown
2485,26,self-employed,single,tertiary,1153,no,cellular,2015/2/21,238,-1,unknown
2486,34,management,married,tertiary,-73,yes,cellular,2015/2/22,90,-1,unknown
2487,50,unknown,married,unknown,558,no,cellular,2015/2/23,464,683,failure
2488,31,unknown,divorced,tertiary,137,no,cellular,2015/2/24,385,-1,unknown
2489,35,technician,married,secondary,700,yes,unknown,2015/2/25,240,-1,unknown
2490,55,retired,married,primary,-966,no,cellular,2015/2/26,104,-1,unknown
2491,34,admin.,married,secondary,96,no,cellular,2015/2/27,109,-1,unknown
2492,58,retired,married,primary,4007,no,cellular,2015/2/28,598,-1,unknown
2493,50,management,single,tertiary,567,yes,unknown,2015/3/1,274,-1,unknown
2494,31,technician,single,secondary,40,no,cellular,2015/3/2,123,-1,unknown
2495,47,admin.,divorced,secondary,136,no,cellular,2015/3/3,70,-1,unknown
2496,38,self-employed,single,tertiary,917,yes,unknown,2015/3/4,260,-1,unknown
2497,46,management,single,tertiary,593,yes,cellular,2015/3/5,190,-1,unknown
2498,42,blue-collar,married,primary,505,yes,unknown,2015/3/6,521,-1,unknown
2499,34,blue-collar,married,secondary,2542,yes,cellular,2015/3/7,228,-1,unknown
2500,37,management,married,tertiary,5355,no,telephone,2015/3/8,466,-1,unknown
2501,38,student,single,tertiary,807,no,cellular,2015/3/9,74,-1,unknown
2502,59,retired,married,secondary,9976,yes,unknown,2015/3/10,57,-1,unknown
2503,32,admin.,married,secondary,0,no,cellular,2015/3/11,119,-1,unknown
2504,55,management,married,tertiary,540,no,cellular,2015/3/12,124,-1,unknown
2505,35,blue-collar,married,secondary,280,yes,cellular,2015/2/5,65,-1,unknown
2506,56,management,divorced,tertiary,-59,no,cellular,2015/2/6,127,-1,unknown
2507,27,admin.,married,secondary,-517,yes,cellular,2015/2/7,172,-1,unknown
2508,42,unemployed,single,secondary,2613,yes,cellular,2015/2/8,174,-1,unknown
2509,42,student,married,unknown,-7,no,telephone,2015/2/9,41,-1,unknown
2510,41,blue-collar,married,primary,0,yes,unknown,2015/2/10,232,-1,unknown
2511,53,retired,divorced,secondary,-200,no,unknown,2015/2/11,161,-1,unknown
2512,67,retired,married,primary,2301,no,cellular,2015/2/12,124,-1,unknown
2513,53,housemaid,married,primary,104,no,unknown,2015/2/13,701,-1,unknown
2514,33,blue-collar,married,primary,191,yes,unknown,2015/2/14,162,-1,unknown
2515,31,technician,single,unknown,694,yes,unknown,2015/2/15,431,-1,unknown
2516,31,admin.,married,secondary,212,yes,cellular,2015/2/16,191,-1,unknown
2517,30,management,married,tertiary,1882,yes,cellular,2015/2/17,249,-1,unknown
2518,48,blue-collar,married,unknown,131,yes,unknown,2015/2/18,189,-1,unknown
2519,30,technician,single,secondary,175,no,cellular,2015/2/19,167,-1,unknown
2520,43,technician,single,tertiary,0,no,cellular,2015/2/20,73,-1,unknown
2521,38,management,divorced,tertiary,4425,yes,unknown,2015/2/21,162,-1,unknown
2522,46,unemployed,married,secondary,3533,yes,cellular,2015/2/22,235,-1,unknown
2523,59,blue-collar,divorced,secondary,3573,no,cellular,2015/2/23,44,-1,unknown
2524,44,management,divorced,tertiary,476,yes,unknown,2015/2/24,127,-1,unknown
2525,35,blue-collar,married,secondary,1257,yes,cellular,2015/2/25,93,329,failure
2526,55,blue-collar,married,unknown,23,no,cellular,2015/2/5,143,2,other
